track_id,reward_score,audio_path
openmic_000046_3840,0.36705872416496277,audio/000/000046_3840.ogg
openmic_000135_483840,-2.6555416584014893,audio/000/000135_483840.ogg
openmic_000139_119040,-1.712672472000122,audio/000/000139_119040.ogg
openmic_000141_153600,-0.32298335433006287,audio/000/000141_153600.ogg
openmic_000144_30720,-0.9905678629875183,audio/000/000144_30720.ogg
openmic_000145_172800,-0.12157420068979263,audio/000/000145_172800.ogg
openmic_000154_288000,-0.2753719389438629,audio/000/000154_288000.ogg
openmic_000178_3840,-0.6222896575927734,audio/000/000178_3840.ogg
openmic_000182_145920,-1.9260600805282593,audio/000/000182_145920.ogg
openmic_000189_207360,-1.392730474472046,audio/000/000189_207360.ogg
openmic_000190_126720,-0.17673033475875854,audio/000/000190_126720.ogg
openmic_000195_280320,-1.3390004634857178,audio/000/000195_280320.ogg
openmic_000201_168960,-0.5027969479560852,audio/000/000201_168960.ogg
openmic_000202_142080,-1.1781855821609497,audio/000/000202_142080.ogg
openmic_000203_7680,0.13673537969589233,audio/000/000203_7680.ogg
openmic_000205_61440,-0.7713562250137329,audio/000/000205_61440.ogg
openmic_000208_195840,-0.3695630133152008,audio/000/000208_195840.ogg
openmic_000211_49920,0.4081931710243225,audio/000/000211_49920.ogg
openmic_000212_211200,-1.0244390964508057,audio/000/000212_211200.ogg
openmic_000237_34560,-2.2204487323760986,audio/000/000237_34560.ogg
openmic_000238_226560,-2.158212900161743,audio/000/000238_226560.ogg
openmic_000247_76800,-1.8840446472167969,audio/000/000247_76800.ogg
openmic_000248_157440,-1.8163243532180786,audio/000/000248_157440.ogg
openmic_000250_26880,-0.8870716691017151,audio/000/000250_26880.ogg
openmic_000252_42240,-1.1729354858398438,audio/000/000252_42240.ogg
openmic_000253_126720,-0.6615381240844727,audio/000/000253_126720.ogg
openmic_000258_3840,-2.3493552207946777,audio/000/000258_3840.ogg
openmic_000282_207360,-3.521634340286255,audio/000/000282_207360.ogg
openmic_000284_65280,-1.7569985389709473,audio/000/000284_65280.ogg
openmic_000308_61440,-1.1401515007019043,audio/000/000308_61440.ogg
openmic_000312_184320,-2.4341399669647217,audio/000/000312_184320.ogg
openmic_000319_145920,-2.115978240966797,audio/000/000319_145920.ogg
openmic_000321_218880,-3.5855844020843506,audio/000/000321_218880.ogg
openmic_000327_88320,-1.8410707712173462,audio/000/000327_88320.ogg
openmic_000328_222720,-1.6503806114196777,audio/000/000328_222720.ogg
openmic_000336_69120,-1.7101986408233643,audio/000/000336_69120.ogg
openmic_000346_65280,-1.27762770652771,audio/000/000346_65280.ogg
openmic_000359_46080,-1.6189020872116089,audio/000/000359_46080.ogg
openmic_000361_122880,-2.17858624458313,audio/000/000361_122880.ogg
openmic_000384_161280,-0.3442901074886322,audio/000/000384_161280.ogg
openmic_000385_249600,-0.21327725052833557,audio/000/000385_249600.ogg
openmic_000386_65280,-0.017750483006238937,audio/000/000386_65280.ogg
openmic_000393_303360,-2.3739583492279053,audio/000/000393_303360.ogg
openmic_000395_119040,-2.440861940383911,audio/000/000395_119040.ogg
openmic_000396_821760,-2.2983994483947754,audio/000/000396_821760.ogg
openmic_000399_111360,-2.931563138961792,audio/000/000399_111360.ogg
openmic_000403_0,0.40991923213005066,audio/000/000403_0.ogg
openmic_000404_487680,-2.397550106048584,audio/000/000404_487680.ogg
openmic_000407_257280,-2.0840539932250977,audio/000/000407_257280.ogg
openmic_000410_192000,-2.404446601867676,audio/000/000410_192000.ogg
openmic_000411_30720,-0.9885651469230652,audio/000/000411_30720.ogg
openmic_000416_545280,-2.3539059162139893,audio/000/000416_545280.ogg
openmic_000425_165120,-0.3525291979312897,audio/000/000425_165120.ogg
openmic_000438_245760,-1.8274335861206055,audio/000/000438_245760.ogg
openmic_000439_245760,-1.3112120628356934,audio/000/000439_245760.ogg
openmic_000442_157440,-1.774745225906372,audio/000/000442_157440.ogg
openmic_000443_184320,-1.9172356128692627,audio/000/000443_184320.ogg
openmic_000446_26880,-1.7587864398956299,audio/000/000446_26880.ogg
openmic_000450_88320,-1.058314323425293,audio/000/000450_88320.ogg
openmic_000461_218880,0.052833665162324905,audio/000/000461_218880.ogg
openmic_000464_7680,-0.47254136204719543,audio/000/000464_7680.ogg
openmic_000473_138240,-1.6113252639770508,audio/000/000473_138240.ogg
openmic_000485_7680,-2.755953788757324,audio/000/000485_7680.ogg
openmic_000493_42240,-0.8089811205863953,audio/000/000493_42240.ogg
openmic_000502_579840,-1.9416210651397705,audio/000/000502_579840.ogg
openmic_000504_203520,-2.1872847080230713,audio/000/000504_203520.ogg
openmic_000507_11520,-0.8665508031845093,audio/000/000507_11520.ogg
openmic_000512_7680,-0.938645601272583,audio/000/000512_7680.ogg
openmic_000513_57600,-1.8238356113433838,audio/000/000513_57600.ogg
openmic_000525_119040,-1.7322607040405273,audio/000/000525_119040.ogg
openmic_000565_122880,-0.41321104764938354,audio/000/000565_122880.ogg
openmic_000575_69120,-1.0786062479019165,audio/000/000575_69120.ogg
openmic_000587_69120,-2.736651659011841,audio/000/000587_69120.ogg
openmic_000590_84480,1.008352518081665,audio/000/000590_84480.ogg
openmic_000592_107520,1.1902120113372803,audio/000/000592_107520.ogg
openmic_000601_38400,-2.7405364513397217,audio/000/000601_38400.ogg
openmic_000602_103680,-0.6004223227500916,audio/000/000602_103680.ogg
openmic_000605_3840,-0.6013004183769226,audio/000/000605_3840.ogg
openmic_000606_15360,-1.570033311843872,audio/000/000606_15360.ogg
openmic_000607_76800,-0.7668359875679016,audio/000/000607_76800.ogg
openmic_000608_34560,-0.7472503781318665,audio/000/000608_34560.ogg
